user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,photo_count,is_verified,is_premium_user,daily_active_minutes,last_login,likes_received,likes,blocked,swipes,messages_sent,response_rate,signup_date,negative_samples
298,Mark Brewer,21,M,Cleveland,29.760427,-84.387978,"technology, gaming, art",Clear school talk concern situation the action.,Casual Dating,Introvert,ENFP,Master’s,Chief Executive Officer,Pisces,186,Slim,"Mandarin, English",Men,5,False,False,13,2024-03-19,47,"[565, 106, 462, 229, 429, 581, 144, 890, 24, 632, 974, 626, 971]","[804, 990, 33, 434, 1, 150, 430, 788, 107, 794]",204,80,0.78,2023-06-28,"[990, 450, 35, 371, 663, 726, 736, 992, 572, 454, 472, 684, 200, 495, 57, 457, 146, 243, 499, 870, 525, 118, 537, 707, 88, 596]"
299,Jenna Graves,47,Non-binary,Denver,25.76168,-84.387978,"fitness, gaming, cooking",Doctor anyone view really commercial region table rock strategy contain now.,Networking,Extrovert,ESFJ,Master’s,Plant breeder/geneticist,Aquarius,194,Average,Mandarin,Women,4,False,False,42,2024-03-03,61,"[595, 285, 193, 612, 494, 834, 492]","[132, 318, 375, 237, 832, 187]",407,53,0.72,2024-03-20,"[219, 463, 80, 128, 637, 166, 337, 546, 991, 577, 418, 50, 615, 845]"
300,Philip Duran,37,Non-binary,Sacramento,35.779591,-122.332069,"fitness, music, reading",Without claim ahead ok seven debate good in above hit.,Networking,Extrovert,ISFJ,Master’s,Acupuncturist,Sagittarius,162,Curvy,"Spanish, Mandarin, Hindi",Everyone,3,False,False,96,2024-03-20,85,"[516, 768, 837, 521, 192, 299, 157, 37]","[896, 824, 438, 194, 564, 619, 941, 36]",157,35,0.33,2024-02-01,"[80, 979, 885, 549, 113, 938, 221, 119, 261, 417, 146, 266, 690, 490, 7, 610]"
301,Heidi Holmes,34,M,Cleveland,47.606209,-94.578568,"photography, travel, fitness",Reflect relate half opportunity me interview something together money take unit capital.,Long-term,Introvert,ENTP,PhD,Research scientist (maths),Aquarius,168,Athletic,"Mandarin, Hindi",Men,4,False,True,16,2024-03-21,23,"[531, 354, 233, 77, 672, 719, 721]","[464, 539, 238, 249, 67, 328, 82, 79, 748, 911]",379,34,0.81,2023-08-27,"[289, 657, 448, 472, 654, 790, 159, 56, 963, 822, 434, 552, 950, 114]"
302,Mr. Troy Chase,42,F,Houston,38.581572,-121.4944,"art, fitness, travel",Determine not into in maintain see rise various.,Networking,Ambivert,INFJ,High School,Building services engineer,Libra,194,Athletic,"English, French",Women,6,True,False,66,2024-03-24,24,"[529, 211, 694, 980, 988, 595, 372, 90]","[704, 283, 904, 622, 269, 28, 318]",231,27,0.87,2023-07-25,"[544, 493, 298, 202, 697, 577, 234, 534, 392, 338, 696, 580, 12, 949, 750, 599]"
303,Kathy Larson,37,M,Las Vegas,25.76168,-82.457177,"gaming, music, technology",Mrs learn card pick benefit feeling into.,Friends,Ambivert,INTP,PhD,Sports coach,Libra,200,Curvy,French,Men,3,True,False,92,2024-03-10,91,"[92, 108, 352, 122, 803, 284, 858, 362, 414, 741, 683, 981, 950, 764, 672]","[863, 809, 567, 777, 572, 666, 685, 263, 516]",381,82,0.64,2023-09-26,"[347, 313, 769, 918, 755, 327, 732, 649, 959, 423, 128, 645, 802, 156, 996, 470, 605, 456, 711, 127, 473, 139, 849, 727, 206, 619, 205, 178, 720, 161]"
304,Kari Ball,37,Non-binary,Miami,38.581572,-81.379234,"gaming, music, photography",Else end actually organization price save.,Friends,Extrovert,ESTP,Master’s,"Nurse, adult",Capricorn,166,Athletic,Hindi,Everyone,1,False,False,62,2024-03-29,38,"[446, 205, 233, 56, 264, 478, 400, 49, 656, 325, 756, 375, 682, 15, 759]","[396, 572, 40, 291, 943, 578, 559, 114]",246,89,0.74,2024-03-18,"[385, 265, 678, 244, 433, 134, 578, 660, 824, 928, 296, 394, 916, 178, 23, 206, 379, 723, 52, 509, 701, 10, 776, 430, 17, 981, 637, 662, 109, 242]"
305,Daniel Lopez,44,F,Phoenix,40.760779,-84.387978,"technology, art, cooking",Account leader wish around loss truth role stage ago response keep rise.,Networking,Introvert,INTP,PhD,Phytotherapist,Scorpio,169,Curvy,Spanish,Women,6,False,False,11,2024-03-02,95,"[9, 303, 875, 985, 480]","[168, 20, 136, 254, 352, 806, 821, 16, 889]",321,30,0.78,2023-08-06,"[494, 389, 398, 424, 214, 92, 660, 953, 221, 780]"
306,Martin Russell,28,F,San Diego,41.49932,-71.058884,"technology, art, fitness",Instead degree participant produce official remember.,Networking,Ambivert,ESFJ,High School,"Engineer, electronics",Cancer,194,Athletic,"Mandarin, Hindi, English",Everyone,4,True,False,67,2024-03-31,78,"[899, 750, 783, 299, 848, 619, 789, 304, 829, 271]","[835, 211, 271, 22, 229, 797, 63, 763, 936]",369,9,0.92,2023-01-29,"[114, 341, 134, 412, 793, 958, 328, 283, 882, 111, 660, 69, 977, 136, 148, 10, 598, 254, 736, 464]"
307,Tyler Sawyer,26,Non-binary,Philadelphia,28.538336,-74.005974,"fitness, music, sports",Group girl different right describe accept effort behavior yard.,Long-term,Extrovert,INFJ,High School,IT technical support officer,Capricorn,175,Curvy,"French, Hindi, English",Everyone,1,False,False,11,2024-03-17,88,"[949, 330, 784, 490, 442, 477]","[398, 727, 297, 867, 450, 327, 371, 458]",33,85,0.78,2023-06-18,"[551, 226, 203, 153, 23, 325, 137, 512, 320, 886, 752, 250]"
308,Mr. David Rollins,40,Non-binary,Sacramento,47.606209,-111.891047,"cooking, photography, technology",Garden up relate chair technology office national network once view.,Long-term,Extrovert,ESTP,Master’s,Records manager,Pisces,185,Curvy,"Mandarin, French",Everyone,5,False,False,46,2024-03-31,37,"[791, 557, 311, 995, 195]","[628, 801, 97, 743, 418, 405]",466,25,0.6,2024-03-07,"[837, 354, 780, 854, 983, 805, 566, 276, 197, 685]"
309,James Anderson,40,F,Sacramento,42.360081,-71.058884,"cooking, fitness, reading",Front sound beat risk night employee mouth assume small society her party.,Long-term,Introvert,ISTJ,PhD,Physiotherapist,Sagittarius,183,Athletic,Hindi,Everyone,4,False,False,115,2024-03-23,98,"[956, 575, 567, 706, 551, 204, 36, 358, 55, 600]","[207, 233, 762, 354, 603, 939, 101, 248]",363,81,0.62,2024-01-04,"[163, 555, 673, 221, 652, 737, 274, 548, 402, 998, 286, 465, 743, 153, 359, 587, 790, 236, 937, 180]"
310,Tyler Pitts,43,M,Boston,39.739236,-95.369804,"technology, photography, sports",Whether over the raise until heavy relate rule water others necessary.,Casual Dating,Ambivert,INFJ,Bachelor’s,Chemical engineer,Gemini,178,Athletic,"Spanish, Mandarin",Everyone,1,True,False,45,2024-03-15,39,"[545, 978, 653, 570, 628, 364, 711, 113, 894, 734, 800]","[732, 305, 378, 710, 692, 625, 669, 759, 11, 359]",20,2,0.82,2023-01-20,"[148, 339, 650, 880, 228, 251, 785, 974, 24, 831, 59, 952, 705, 725, 373, 893, 396, 199, 504, 860, 881, 687]"
311,Carly Knight,32,Non-binary,Raleigh,39.961176,-96.796989,"travel, sports, technology",Cell start must agent place fund any table seem culture.,Long-term,Introvert,INFJ,High School,Computer games developer,Pisces,152,Slim,Hindi,Men,1,True,False,18,2024-03-10,70,"[773, 208, 992, 218, 934, 840, 905, 346, 282, 647, 169, 248, 838]","[760, 812, 89, 396, 936, 232, 468, 40]",337,52,0.28,2023-11-18,"[454, 62, 136, 468, 870, 124, 843, 166, 96, 866, 884, 997, 336, 848, 103, 299, 256, 380, 28, 740, 284, 298, 210, 507, 710, 585]"
312,Derek Holmes,29,Non-binary,Chicago,27.950575,-86.158068,"travel, photography, fitness",Sometimes line third with life source notice event of production weight girl.,Networking,Extrovert,ENTP,High School,Landscape architect,Libra,157,Curvy,"Hindi, French",Women,5,False,False,88,2024-03-13,20,"[403, 908, 250, 446, 636]","[266, 888, 42, 72, 768]",295,82,0.4,2024-03-11,"[191, 156, 132, 878, 765, 410, 808, 315, 655, 525]"
313,Michael Wright,43,F,Austin,39.739236,-71.058884,"music, technology, photography",Any above or set especially save note.,Friends,Introvert,ESFJ,High School,Psychotherapist,Taurus,192,Curvy,Spanish,Everyone,6,True,False,112,2024-03-03,90,"[9, 110, 54, 983, 63, 783, 151, 228, 992]","[196, 837, 266, 729, 369, 791]",269,92,0.58,2023-04-22,"[620, 248, 818, 312, 609, 42, 956, 753, 233, 407, 86, 864, 995, 833, 834, 341, 150, 927]"
314,Andrew Smith,44,Non-binary,Raleigh,40.712776,-82.457177,"cooking, art, gaming",Property professor picture authority behind issue myself develop single answer page.,Networking,Ambivert,INFJ,High School,"Surveyor, minerals",Scorpio,163,Average,Mandarin,Men,1,False,False,70,2024-03-04,75,"[904, 933, 514, 839, 253, 704, 30]","[188, 591, 88, 526, 235, 485]",48,97,0.86,2023-01-09,"[562, 518, 721, 62, 337, 481, 60, 760, 840, 523, 585, 603, 913, 632]"
315,Joseph Jackson,29,Non-binary,Kansas City,39.952583,-96.796989,"travel, cooking, art",Sell her add admit among word the you car art.,Long-term,Introvert,ENTP,High School,Environmental consultant,Aries,188,Athletic,"Mandarin, Spanish",Women,1,True,False,39,2024-03-22,99,"[427, 146, 636, 976, 819, 356, 493, 143, 212]","[385, 747, 982, 686, 633, 51, 620, 697, 73]",325,20,0.75,2023-05-02,"[88, 357, 273, 55, 985, 655, 441, 988, 991, 844, 798, 709, 429, 71, 953, 158, 593, 777]"
316,Nicole Morgan,37,Non-binary,Miami,33.448376,-81.379234,"photography, reading, technology",Return hundred than arrive at establish defense.,Networking,Extrovert,INFJ,PhD,Magazine journalist,Virgo,189,Athletic,Mandarin,Everyone,6,False,True,72,2024-03-05,18,"[606, 270, 174, 544, 536, 73, 528, 534, 916, 25, 22, 154, 276, 800, 432]","[14, 684, 195, 411, 638]",208,32,0.43,2023-04-23,"[404, 367, 777, 118, 894, 12, 972, 396, 368, 858, 688, 622, 690, 23, 376, 339, 260, 160, 205, 68, 427, 680, 755, 153, 785, 143, 749, 274, 271, 425]"
317,Samantha Taylor,31,F,San Antonio,32.776665,-104.990251,"fitness, travel, cooking",Begin management girl seven popular someone vote.,Casual Dating,Ambivert,INTP,Master’s,Environmental consultant,Aquarius,175,Curvy,"English, Mandarin",Women,3,False,False,30,2024-03-18,87,"[847, 156, 401, 152, 146, 568]","[232, 968, 481, 424, 54, 732, 629, 660, 276]",232,65,0.61,2023-10-11,"[765, 28, 153, 561, 103, 423, 330, 681, 515, 93, 755, 542]"
318,Debra Miller,47,Non-binary,Dallas,37.338208,-95.369804,"photography, fitness, reading",Than arrive police TV itself kind argue list agent seek six.,Networking,Ambivert,ISFJ,Master’s,"Accountant, chartered management",Virgo,169,Slim,"Hindi, Spanish, Mandarin",Men,1,True,True,39,2024-03-30,2,"[759, 68, 121, 821, 440]","[21, 420, 852, 259, 713, 218, 99, 962, 699]",207,52,0.66,2023-01-07,"[573, 521, 864, 931, 538, 164, 632, 515, 82, 309]"
319,Jonathan Brown,39,F,Los Angeles,39.961176,-93.265015,"gaming, sports, travel",While matter usually four west then together discussion within under.,Networking,Introvert,ISFJ,Bachelor’s,Medical technical officer,Gemini,162,Curvy,"Spanish, English, French",Women,4,True,False,100,2024-03-26,35,"[528, 102, 777, 720, 972, 626, 223, 515]","[187, 480, 508, 831, 862, 570, 265, 70, 235, 546]",203,67,0.69,2023-12-19,"[501, 206, 684, 93, 64, 18, 436, 645, 997, 629, 454, 267, 81, 22, 749, 210]"
320,Michael Dalton,45,M,Sacramento,33.448376,-121.4944,"fitness, sports, music",Well education economic recently avoid clear after either laugh positive week himself human.,Casual Dating,Introvert,ESTP,Bachelor’s,IT technical support officer,Sagittarius,170,Curvy,English,Men,4,True,False,72,2024-03-24,44,"[17, 586, 291, 475, 543, 380, 544, 692, 465]","[512, 131, 955, 117, 297, 463, 935, 878]",171,97,0.51,2023-06-06,"[612, 882, 996, 356, 241, 934, 777, 985, 377, 864, 630, 746, 399, 517, 154, 304, 790, 923]"
321,Jamie Riddle,22,Non-binary,Chicago,41.49932,-96.796989,"cooking, sports, photography",Against job page environmental everything account this billion customer light.,Friends,Introvert,INFJ,Bachelor’s,Banker,Pisces,187,Average,"Hindi, Spanish, French",Women,4,True,True,105,2024-03-26,85,"[982, 355, 855, 198, 408, 748, 125, 758, 653, 706, 27, 540, 344, 486, 563]","[152, 296, 299, 333, 738, 920, 943, 810, 337, 612]",366,81,0.27,2023-11-12,"[418, 725, 873, 647, 330, 436, 474, 938, 268, 535, 385, 229, 419, 483, 10, 964, 415, 235, 994, 914, 261, 90, 627, 433, 30, 715, 926, 220, 692, 644]"
322,Michelle Morton,28,Non-binary,Sacramento,38.581572,-75.165222,"cooking, gaming, photography",Represent lay improve majority truth place hear late.,Networking,Ambivert,ISFJ,Master’s,General practice doctor,Taurus,150,Curvy,"French, Hindi, Spanish",Women,5,False,False,26,2024-03-25,40,"[485, 317, 849, 975, 741, 304, 90, 735, 427, 694]","[488, 65, 854, 988, 9, 517, 529, 747]",402,20,0.42,2023-11-23,"[882, 38, 669, 412, 502, 733, 572, 84, 50, 247, 333, 905, 846, 459, 113, 607, 109, 399, 501, 821]"
323,Stephen Vincent,49,Non-binary,Philadelphia,39.739236,-71.058884,"cooking, reading, fitness",Phone check religious reduce hard sort control else.,Long-term,Ambivert,ISFJ,Master’s,Manufacturing engineer,Gemini,167,Slim,"Spanish, Mandarin, French",Women,2,False,False,116,2024-03-23,1,"[183, 58, 707, 793, 99, 39, 773, 895]","[861, 398, 292, 316, 158, 762, 794, 38]",235,21,0.49,2024-01-19,"[583, 577, 239, 327, 687, 367, 806, 844, 670, 804, 590, 427, 90, 835, 532, 883]"
324,Martha Oconnor,35,Non-binary,Houston,42.360081,-86.158068,"art, fitness, sports",Plan military lot tax four really standard ok.,Friends,Introvert,ESTP,PhD,Systems analyst,Gemini,161,Average,"Spanish, English, French",Everyone,3,True,False,115,2024-03-17,39,"[811, 949, 999, 245, 902, 397, 18, 960]","[242, 72, 887, 294, 218, 319]",43,90,0.21,2024-03-06,"[838, 185, 784, 471, 783, 753, 110, 44, 479, 347, 890, 814, 407, 469, 772, 261]"
325,Cindy Estrada,20,M,San Jose,40.760779,-81.379234,"technology, sports, reading",Despite hold general learn benefit sea with adult throw executive rest serious success.,Long-term,Extrovert,ESTP,Master’s,Metallurgist,Libra,172,Average,"English, French, Spanish",Men,3,False,False,89,2024-03-07,81,"[519, 637, 312, 69, 888, 769, 672, 650, 893, 363, 192, 786, 615, 536]","[994, 959, 298, 679, 818, 237, 603, 893, 311]",56,90,0.68,2023-11-27,"[131, 821, 865, 909, 173, 746, 42, 964, 926, 8, 286, 937, 311, 729, 206, 535, 862, 247, 219, 180, 332, 677, 981, 162, 676, 612, 190, 443]"
326,Amy Anderson,26,M,New York,28.538336,-118.243683,"photography, gaming, cooking",Toward enter less like board near step prepare.,Casual Dating,Ambivert,ENFP,High School,Research scientist (life sciences),Capricorn,190,Athletic,"English, Hindi",Men,3,True,False,102,2024-03-08,90,"[181, 440, 448, 824, 923, 744, 935, 736, 880, 397]","[670, 51, 621, 815, 518, 422, 427, 174, 402, 72]",112,21,0.39,2023-06-06,"[439, 658, 236, 931, 39, 143, 160, 550, 184, 47, 517, 858, 266, 521, 794, 636, 368, 289, 810, 466]"
327,Joseph Oliver,43,M,Portland,39.739236,-94.578568,"art, technology, sports",Agent well TV participant himself positive down plant attorney first anyone six.,Friends,Ambivert,ISFJ,High School,Operations geologist,Scorpio,192,Athletic,"Hindi, French, Mandarin",Women,1,True,False,60,2024-03-27,76,"[484, 967, 878, 381, 574, 470, 635, 795, 911, 180, 261, 775]","[900, 252, 352, 304, 253, 397, 273]",459,89,0.29,2023-02-26,"[990, 194, 408, 968, 313, 189, 880, 47, 430, 472, 144, 240, 757, 58, 639, 399, 428, 234, 435, 695, 928, 439, 258, 392]"
328,William Arnold,40,F,Seattle,36.169941,-83.045753,"music, sports, fitness",Tree land physical where structure local behavior scene mouth body nor.,Long-term,Introvert,INTP,PhD,Maintenance engineer,Pisces,151,Curvy,"Mandarin, English, French",Men,3,True,False,3,2024-03-28,62,"[820, 445, 677, 741, 936, 314]","[594, 37, 63, 305, 550]",285,51,0.35,2023-06-12,"[737, 789, 111, 354, 178, 801, 344, 90, 665, 954, 720, 923]"
329,Michael Barron,32,Non-binary,Raleigh,40.760779,-84.387978,"cooking, gaming, art",Must language happy situation win compare cell.,Networking,Ambivert,INFJ,Bachelor’s,"Engineer, site",Aries,199,Average,"French, Spanish",Men,3,False,False,41,2024-03-08,49,"[188, 734, 525, 556, 654, 583, 18, 351, 400, 178, 37, 767, 445, 427, 863]","[232, 463, 48, 472, 175, 117, 212, 218, 734]",386,60,0.99,2023-09-04,"[326, 299, 253, 388, 103, 392, 312, 983, 832, 2, 875, 955, 145, 516, 836, 532, 902, 897, 465, 261, 920, 782, 684, 970, 484, 723, 126, 284, 710, 785]"
330,Bryan Lee,48,F,Indianapolis,42.331427,-83.045753,"travel, art, sports",He history help candidate material hand draw.,Friends,Ambivert,ISFJ,PhD,Operations geologist,Gemini,184,Athletic,"Spanish, Mandarin",Women,4,True,False,86,2024-03-27,4,"[610, 571, 316, 801, 496]","[844, 651, 843, 798, 595, 402]",75,94,0.68,2024-02-21,"[419, 19, 747, 137, 332, 590, 504, 83, 905, 69]"
331,Jennifer Bryan,37,F,Atlanta,29.760427,-115.139832,"photography, cooking, sports",Ever management become wonder teacher author then travel cover.,Networking,Extrovert,ESTP,High School,"Research officer, political party",Libra,167,Slim,Hindi,Women,1,True,False,20,2024-03-10,13,"[378, 814, 285, 913, 625, 609]","[974, 758, 714, 197, 241, 21, 325]",201,25,0.69,2023-09-22,"[795, 606, 488, 259, 376, 979, 131, 898, 803, 161, 87, 54]"
332,Monica Erickson,33,M,Orlando,40.760779,-75.165222,"sports, gaming, fitness",These knowledge similar writer across as.,Friends,Extrovert,INTP,High School,Broadcast journalist,Sagittarius,158,Curvy,English,Men,5,False,True,59,2024-03-20,91,"[989, 997, 914, 230, 236, 95, 845, 11, 314, 784, 855]","[903, 884, 625, 690, 390, 301]",160,100,0.92,2023-08-23,"[344, 161, 530, 577, 653, 151, 490, 86, 147, 864, 692, 703, 222, 764, 138, 810, 4, 567, 411, 935, 998, 719]"
333,Brenda Sanders,30,Non-binary,Phoenix,40.760779,-122.678448,"reading, gaming, technology",Remember southern force himself study rule bring until force fire fine college pass.,Friends,Extrovert,ISTJ,Master’s,Museum education officer,Leo,170,Average,Mandarin,Everyone,1,True,True,45,2024-03-24,10,"[88, 512, 980, 638, 582, 516, 567, 973, 741, 124]","[123, 250, 698, 272, 176, 558, 657, 59]",476,34,0.41,2023-06-16,"[945, 111, 18, 603, 762, 813, 630, 137, 395, 65, 749, 828, 278, 36, 689, 221, 971, 633, 158, 293]"
334,Brandon Aguirre,37,Non-binary,Dallas,42.360081,-71.058884,"fitness, technology, music",Field fine suggest free trouble act just hand heart.,Networking,Introvert,ISTJ,Bachelor’s,"Engineer, agricultural",Capricorn,185,Athletic,Mandarin,Men,4,True,False,13,2024-03-06,14,"[11, 102, 567, 271, 349, 231]","[614, 838, 775, 598, 735, 320, 888, 319]",50,82,0.87,2024-02-29,"[670, 493, 299, 550, 613, 92, 239, 661, 13, 869, 769, 899]"
335,Trevor Green,48,Non-binary,Philadelphia,28.538336,-94.578568,"fitness, cooking, art",Walk stand face medical within them place.,Casual Dating,Introvert,INFJ,Bachelor’s,Communications engineer,Cancer,194,Curvy,"French, Hindi",Men,3,False,True,103,2024-03-02,25,"[387, 669, 951, 514, 91, 944, 394, 924, 40]","[663, 603, 497, 549, 291, 56]",422,13,0.29,2024-02-23,"[272, 114, 920, 756, 837, 711, 544, 954, 702, 113, 699, 234, 396, 2, 759, 734, 189, 861]"
336,Adam Arellano,48,F,Cleveland,28.538336,-93.265015,"reading, art, cooking",Line security her majority city allow religious age.,Casual Dating,Introvert,ENFP,Master’s,Art gallery manager,Capricorn,174,Curvy,Mandarin,Women,5,True,True,30,2024-03-01,58,"[718, 352, 11, 924, 988, 767, 832, 423, 681, 569, 983, 847, 532, 216]","[484, 476, 640, 865, 680]",274,39,0.69,2023-05-23,"[87, 903, 922, 174, 446, 426, 61, 797, 831, 126, 422, 21, 393, 110, 82, 615, 334, 740, 755, 610, 84, 699, 299, 371, 108, 669, 77, 444]"
337,Jerry Calderon,33,F,Phoenix,35.779591,-80.19179,"technology, fitness, photography",Gas provide local wide society because huge son according.,Networking,Ambivert,INTP,High School,Cytogeneticist,Taurus,152,Average,"French, Hindi",Men,3,False,True,14,2024-03-03,96,"[838, 881, 975, 737, 581, 437, 525, 218, 591, 796, 804]","[855, 8, 292, 426, 144, 194, 4]",405,82,0.74,2023-05-10,"[305, 400, 957, 919, 421, 132, 765, 497, 646, 526, 120, 904, 50, 52, 306, 828, 556, 766, 936, 151, 144, 158]"
338,Shane Jarvis,19,M,Miami,39.739236,-84.387978,"photography, travel, technology",Image new hard recognize give attack conference however television wait response fall step.,Friends,Introvert,ENFP,High School,"Doctor, hospital",Leo,184,Average,"Mandarin, Hindi, French",Everyone,3,False,False,11,2024-03-07,50,"[987, 766, 355, 287, 516, 502, 145, 208, 798, 603, 471]","[643, 570, 751, 546, 618, 916, 172]",490,52,0.4,2024-01-11,"[894, 644, 377, 634, 779, 294, 464, 692, 638, 929, 715, 895, 285, 791, 212, 707, 157, 254, 792, 612, 71, 548]"
